label,size,time,nb_rounds,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19,round20,round21,round22,round23,round24,round25,round26,round27,round28,round29,round30,round31,round32,round33,round34,round35,round36,round37,round38,round39,round40,round41,round42,round43,round44,round45,round46,round47,round48,round49,round50,round51,round52,round53,round54,round55,round56,round57,round58,round59,round60,round61,round62,round63,round64,round65,round66,round67,round68,round69,round70,round71,round72,round73,round74,round75,round76,round77,round78,round79,round80,round81,round82,round83,round84,round85,round86,round87,round88,round89,round90,round91,round92,round93,round94,round95,round96,round97,round98,round99,round100,round101,round102,round103,round104,round105,round106,round107,round108,round109,round110,round111,round112,round113,round114,round115,round116,round117,round118,round119,round120,round121,round122,round123,round124,round125,round126,round127,round128,round129,round130,round131,round132,round133,round134,round135,round136,round137,round138,round139,round140,round141,round142,round143,round144,round145,round146,round147,round148,round149,round150,round151,round152,round153,round154,round155,round156,round157,round158,round159,round160,round161,round162,round163,round164,round165,round166,round167,round168,round169,round170,round171,round172,round173,round174,round175,round176,round177,round178,round179,round180,round181,round182,round183,round184,round185,round186,round187,round188,round189,round190,round191,round192,round193,round194,round195,round196,round197,round198,round199,round200,round201,round202,round203,round204,round205,round206,round207,round208,round209,round210,round211,round212,round213,round214,round215,round216,round217,round218,round219,round220,round221,round222,round223,round224,round225,round226,round227,round228,round229,round230,round231,round232,round233,round234,round235,round236,round237,round238,round239,round240,round241,round242,round243,round244,round245,round246,round247,round248,round249,round250,round251,round252,round253,round254,round255
29,582,16.52592897415161,107,1,-1,1,-1,2,-1,1,-16,1,-1,1,-23,1,-6,1,-13,1,-1,1,-1,1,-23,1,-19,1,-17,2,-1,1,-3,1,-22,1,-16,1,-1,1,-7,1,-13,1,-6,1,-1,1,-22,1,-20,1,-16,1,-3,1,-2,1,-1,1,-24,1,-21,1,-2,1,-17,1,-1,1,-19,1,-3,1,-8,1,-1,1,-22,1,-6,1,-12,1,-17,1,-1,1,-13,1,-9,2,-1,1,-23,1,-9,1,-9,1,-1,1,-1,1,-23,1,-7,1,-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,528,12.737827062606812,113,1,-1,1,-1,2,-1,1,-1,1,-1,1,-1,1,-23,1,-7,2,-1,1,-25,1,-10,1,-1,1,-6,1,-14,1,-22,1,-3,1,-3,1,-1,1,-16,1,-1,1,-25,1,-14,1,-8,1,-1,1,-14,1,-8,3,-2,1,-21,1,-9,1,-8,1,-7,1,-1,1,-23,1,-18,1,-13,1,-1,1,-9,1,-1,1,-1,1,-20,1,-4,1,-1,1,-14,1,-8,1,-18,1,-1,1,-1,1,-14,1,-7,1,-22,1,-6,1,-1,2,-1,1,-1,1,-2,1,-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,274,8.522692918777466,59,1,-1,1,-1,1,-1,1,-17,1,-6,1,-17,1,-5,1,-1,1,-12,1,-9,1,-21,1,-10,1,-1,1,-1,1,-21,1,-16,2,-1,1,-11,1,-1,1,-20,2,-1,1,-6,2,-2,1,-3,1,-18,1,-8,2,-2,1,-13,1,-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,462,15.207237958908081,91,1,-1,1,-1,1,-1,1,-22,2,-1,1,-3,1,-19,1,-19,1,-5,1,-14,1,-2,1,-1,1,-13,1,-1,1,-10,1,-10,1,-21,1,-4,1,-1,1,-4,1,-17,1,-6,1,-1,1,-15,1,-8,1,-6,1,-1,1,-23,1,-7,1,-12,1,-14,1,-1,1,-14,1,-8,1,-18,2,-1,1,-13,2,-1,1,-25,1,-15,1,-24,1,-1,1,-1,1,-20,1,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,386,10.707894086837769,76,1,-1,2,-2,2,-1,2,-3,1,-1,1,-10,1,-25,1,-5,2,-1,1,-22,1,-11,1,-1,1,-9,1,-7,1,-1,1,-24,1,-6,1,-9,1,-18,1,-1,1,-16,1,-13,1,-11,1,-8,1,-1,1,-8,1,-15,1,-25,2,-2,1,-1,1,-23,1,-4,1,-1,1,-9,1,-11,1,-24,1,-5,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,346,11.337450981140137,74,-1,1,-1,1,-1,1,-2,1,-1,1,-6,1,-1,1,-25,1,-13,1,-3,1,-18,2,-1,1,-3,1,-20,1,-21,1,-1,1,-4,1,-1,1,-22,1,-14,1,-5,1,-17,1,-4,1,-1,1,-9,1,-1,1,-3,1,-20,1,-20,1,-1,2,-1,1,-21,1,-12,1,-1,1,-9,1,-17,1,-4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,317,9.157582998275757,69,1,-1,1,-2,1,-1,1,-21,1,-4,1,-20,1,-14,1,-1,1,-3,1,-14,1,-1,1,-11,1,-1,1,-17,1,-6,1,-2,1,-1,1,-14,1,-1,1,-18,1,-4,1,-9,1,-1,1,-24,1,-2,1,-8,1,-1,1,-23,1,-8,1,-1,1,-1,1,-22,1,-19,1,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,255,7.685635089874268,63,1,-1,1,-2,1,-1,1,-22,1,-9,1,-7,1,-1,2,-1,1,-6,1,-4,1,-2,2,-1,1,-12,1,-4,1,-2,2,-1,1,-12,1,-9,1,-15,2,-2,1,-12,1,-1,1,-6,1,-14,1,-22,1,-3,1,-16,1,-2,1,-1,1,-20,1,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,541,14.415567874908447,115,1,-1,1,-1,1,-1,1,-21,1,-11,1,-7,1,-15,1,-1,1,-20,1,-3,1,-17,1,-1,1,-21,1,-1,1,-1,2,-1,1,-1,1,-10,1,-1,1,-10,1,-1,1,-13,1,-1,1,-11,1,-4,1,-1,1,-22,1,-14,1,-5,1,-18,1,-3,1,-1,1,-13,1,-8,1,-9,1,-1,1,-21,1,-4,1,-13,1,-1,1,-19,1,-5,1,-19,1,-16,1,-1,1,-1,1,-3,2,-2,1,-7,1,-1,1,-22,1,-12,1,-8,1,-16,2,-1,1,-10,1,-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,336,11.099356889724731,77,1,-1,1,-1,1,-1,1,-20,1,-9,1,-12,1,-3,1,-1,1,-20,1,-20,1,-18,2,-1,1,-3,1,-12,1,-1,1,-19,1,-1,1,-8,1,-13,1,-24,1,-2,1,-6,1,-1,1,-14,1,-1,1,-14,1,-1,1,-8,2,-1,1,-24,1,-11,1,-1,1,-6,1,-6,1,-1,1,-7,1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,572,19.15853190422058,121,1,-2,3,-3,1,-5,1,-2,2,-1,1,-1,2,-1,1,-2,1,-1,1,-23,1,-19,1,-1,1,-13,1,-1,1,-12,1,-1,1,-18,1,-5,1,-17,1,-19,1,-1,1,-5,1,-1,1,-23,1,-11,1,-7,1,-7,1,-2,1,-22,1,-21,1,-12,1,-1,1,-8,1,-3,1,-1,1,-3,1,-11,1,-7,1,-8,1,-1,1,-12,1,-10,1,-13,1,-5,1,-8,1,-13,1,-1,1,-24,1,-7,1,-1,1,-1,1,-24,1,-8,1,-1,1,-11,1,-9,1,-1,1,-25,1,-7,1,-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,428,13.270945072174072,87,1,-1,2,-1,1,-1,1,-15,1,-9,1,-14,1,-1,1,-16,1,-6,1,-10,1,-1,1,-21,1,-4,1,-20,1,-14,2,-1,1,-3,1,-1,1,-3,1,-9,2,-2,1,-22,1,-11,1,-11,1,-19,1,-1,1,-1,1,-8,1,-13,1,-19,1,-10,1,-1,1,-1,1,-3,2,-2,1,-13,1,-1,1,-25,1,-15,2,-1,1,-21,1,-3,1,-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,105,4.268326044082642,27,1,-1,1,-2,1,-1,1,-18,2,-1,1,-10,1,-1,1,-5,1,-1,1,-24,1,-4,1,-5,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,70,3.7656478881835938,17,1,-1,2,-1,1,-1,1,-13,2,-1,1,-21,1,-11,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,587,20.59306812286377,121,1,-1,2,-1,1,-1,1,-3,1,-16,1,-1,1,-16,2,-2,1,-11,1,-12,1,-20,1,-3,1,-1,1,-10,1,-13,1,-21,1,-2,1,-13,1,-1,1,-7,1,-1,1,-12,1,-1,1,-8,1,-1,1,-5,1,-17,1,-18,1,-4,1,-1,1,-1,1,-22,1,-18,1,-4,1,-18,1,-1,1,-1,1,-18,1,-6,1,-17,1,-8,1,-2,1,-6,1,-6,2,-1,1,-2,1,-22,1,-15,1,-1,1,-1,1,-20,1,-14,2,-1,1,-18,1,-1,1,-24,1,-14,1,-1,1,-25,1,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,207,10.057027101516724,47,2,-1,1,-2,1,-1,1,-22,1,-13,1,-8,1,-16,1,-1,1,-2,1,-1,1,-5,1,-1,1,-9,2,-1,1,-23,1,-5,1,-1,1,-15,1,-2,1,-1,1,-26,1,-13,1,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,341,10.42969012260437,69,1,-1,1,-1,1,-1,1,-21,1,-6,1,-8,1,-1,1,-16,1,-1,1,-18,1,-6,1,-20,1,-10,1,-3,1,-1,1,-23,1,-12,1,-1,1,-6,1,-14,1,-19,1,-4,1,-2,2,-1,1,-1,1,-1,1,-22,1,-21,1,-16,1,-1,1,-18,1,-2,1,-3,1,-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,435,17.463531017303467,99,1,-1,1,-2,1,-1,1,-13,1,-9,1,-5,1,-1,1,-21,1,-7,1,-16,1,-10,1,-1,1,-14,1,-10,1,-15,1,-13,1,-7,1,-1,1,-10,1,-1,1,-23,1,-2,1,-15,1,-12,1,-1,1,-2,1,-1,1,-2,1,-1,1,-5,1,-1,1,-3,1,-12,1,-1,1,-20,1,-2,1,-1,1,-11,1,-12,1,-13,2,-2,1,-13,1,-9,1,-21,1,-9,1,-6,2,-2,1,-6,2,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,667,18.521431922912598,125,1,-1,1,-1,1,-1,1,-18,1,-5,1,-19,1,-13,1,-5,2,-1,1,-12,1,-1,1,-19,1,-6,1,-13,2,-1,1,-1,1,-2,1,-22,1,-6,1,-6,2,-2,1,-24,1,-14,1,-3,1,-6,1,-1,1,-21,1,-5,1,-17,1,-5,1,-1,1,-15,1,-7,1,-19,1,-15,1,-8,2,-1,1,-21,1,-14,1,-6,1,-18,1,-1,1,-16,1,-8,1,-19,1,-2,1,-1,1,-13,1,-10,1,-16,1,-13,1,-1,1,-1,1,-22,1,-18,1,-1,1,-16,1,-1,1,-25,1,-16,1,-18,1,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,354,14.615532875061035,75,1,-1,2,-2,1,-1,1,-22,1,-3,1,-1,1,-12,1,-9,2,-1,1,-21,1,-15,1,-9,1,-4,1,-1,1,-27,1,-10,1,-1,1,-21,2,-1,1,-9,1,-12,1,-5,1,-1,1,-16,1,-1,1,-11,1,-11,1,-13,1,-1,1,-16,1,-7,1,-17,2,-1,1,-12,1,-3,1,-8,1,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,452,14.778387069702148,91,1,-1,1,-2,1,-1,1,-22,1,-4,1,-16,1,-19,1,-3,1,-1,1,-3,1,-5,1,-1,1,-24,1,-12,1,-3,1,-1,1,-23,1,-14,3,-2,1,-12,1,-1,2,-1,1,-4,1,-21,1,-9,1,-9,1,-14,1,-1,1,-16,1,-5,1,-21,1,-11,1,-1,1,-6,1,-15,1,-1,1,-15,1,-1,1,-12,1,-6,1,-1,1,-23,1,-14,1,-4,1,-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,247,8.82777214050293,52,1,-1,1,-1,1,-1,1,-13,1,-7,1,-18,1,-13,1,-7,1,-1,1,-16,1,-1,1,-21,1,-1,1,-20,1,-8,1,-1,1,-7,1,-1,1,-3,1,-19,1,-20,1,-3,1,-14,1,-3,1,-1,1,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,366,11.436887979507446,75,1,-1,1,-1,2,-2,1,-1,1,-1,1,-22,1,-19,1,-2,1,-7,1,-1,1,-23,1,-13,1,-4,1,-1,1,-25,1,-8,1,-9,2,-1,1,-21,1,-9,1,-3,1,-1,1,-21,1,-11,1,-1,1,-3,1,-18,1,-19,1,-5,1,-15,1,-3,1,-1,1,-23,1,-16,1,-12,1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
